threshold,thresholdSeedNSeeds,thresholdSeedRands,thresholdSeedVI,thresholdSeedFalseJoins,thresholdSeedFalseCuts,thresholdSeedBorderNSeeds,thresholdSeedBorderRands,thresholdSeedBorderVI,thresholdSeedBorderFalseJoins,thresholdSeedBorderFalseCuts,thresholdSeedBlockRadNSeeds,thresholdSeedBlockRadRands,thresholdSeedBlockRadVI,thresholdSeedBlockRadFalseJoins,thresholdSeedBlockRadFalseCuts,thresholdSeedBlockRadBorderNSeeds,thresholdSeedBlockRadBorderRands,thresholdSeedBlockRadBorderVI,thresholdSeedBlockRadBorderFalseJoins,thresholdSeedBlockRadBorderFalseCuts
,4,0.699174,1.160747,0.766756,0.393991,5,0.699153,1.161026,0.766752,0.394273
244,1599,0.390108,5.564425,0.112520,5.451906,1600,0.390125,5.564391,0.112492,5.451899,43,0.411038,2.673806,0.383433,2.290373,44,0.411031,2.674087,0.383407,2.290680
